,country,year,status,life_expectancy,alcohol,hepatitis_b,measles,bmi,polio,total_expenditure,diphtheria,hiv_aids,gdp,population,_thinness_1_19_years
2451,Sri Lanka,2005,Developing,74.2,1.97,99.0,3.0,16.6,99.0,4.6,99.0,0.1,1259.87591,19373.0,15.4
2452,Sri Lanka,2004,Developing,69.1,1.56,62.0,35.0,16.1,97.0,4.28,97.0,0.1,174.6692,19228.0,15.4
2453,Sri Lanka,2003,Developing,73.9,1.69,32.0,65.0,15.6,98.0,3.95,99.0,0.1,989.4547732,1983.0,15.4
2571,Thailand,2013,Developing,74.5,6.5,99.0,2641.0,31.3,99.0,4.0,99.0,0.1,6171.262444,6814365.0,7.9
2572,Thailand,2012,Developing,74.3,6.56,98.0,5197.0,3.1,99.0,4.17,99.0,0.1,5859.915622,67843979.0,8.0
2573,Thailand,2011,Developing,74.1,6.07,98.0,3156.0,29.0,99.0,4.12,99.0,0.2,5491.159981,675313.0,8.1
2574,Thailand,2010,Developing,73.9,5.95,98.0,2583.0,27.9,99.0,3.81,99.0,0.2,575.32176,672888.0,8.2
2575,Thailand,2009,Developing,73.7,5.88,98.0,6071.0,26.8,99.0,4.11,99.0,0.3,4212.5492,66881867.0,8.3
2576,Thailand,2008,Developing,73.5,5.92,98.0,7790.0,25.7,99.0,3.92,99.0,0.3,4378.68746,6654576.0,8.5
2577,Thailand,2007,Developing,73.3,6.2,96.0,3893.0,24.6,98.0,3.56,98.0,0.4,3972.26475,66195615.0,8.6
2578,Thailand,2006,Developing,73.0,6.18,96.0,3588.0,23.6,98.0,3.49,98.0,0.5,3368.952576,65824164.0,8.7
2579,Thailand,2005,Developing,72.5,6.26,96.0,3526.0,22.6,98.0,3.55,98.0,0.5,2893.651356,6542547.0,8.9
2580,Thailand,2004,Developing,71.6,6.17,96.0,4165.0,21.7,98.0,3.51,98.0,0.5,2659.83918,652231.0,9.0
2581,Thailand,2003,Developing,71.7,6.14,96.0,4519.0,2.9,98.0,3.58,98.0,0.6,2358.93629,64554952.0,9.1
2582,Thailand,2002,Developing,71.4,5.93,95.0,10315.0,2.2,97.0,3.7,96.0,0.7,296.54617,6473164.0,9.2
2583,Thailand,2001,Developing,71.2,5.92,95.0,7319.0,19.4,97.0,3.32,96.0,0.8,1893.145377,63543322.0,9.3
2584,Thailand,2000,Developing,71.1,5.88,95.0,4074.0,18.7,97.0,3.4,97.0,0.8,27.564826,6295821.0,9.4
2666,Tunisia,2014,Developing,75.1,1.39,98.0,15.0,6.2,98.0,7.0,98.0,0.1,4271.68172,1114398.0,6.5
2667,Tunisia,2013,Developing,74.9,1.29,98.0,16.0,59.3,98.0,7.26,98.0,0.1,4199.47253,1114558.0,6.4
2668,Tunisia,2012,Developing,74.9,1.3,97.0,48.0,58.3,97.0,7.18,97.0,0.1,4137.55421,1886668.0,6.4
2669,Tunisia,2011,Developing,74.8,1.29,98.0,11.0,57.4,98.0,7.15,98.0,0.1,4256.91279,1761467.0,6.4
2670,Tunisia,2010,Developing,74.8,1.28,98.0,1.0,56.5,98.0,6.54,98.0,0.1,414.15177,1639931.0,6.3
2671,Tunisia,2009,Developing,74.7,1.4,99.0,1.0,55.6,99.0,6.18,99.0,0.1,4129.977335,1521834.0,6.3
2672,Tunisia,2008,Developing,74.7,1.37,99.0,2.0,54.7,99.0,5.63,99.0,0.1,431.9326,147336.0,6.3
2673,Tunisia,2007,Developing,74.6,1.24,98.0,4.0,53.9,98.0,5.64,98.0,0.1,3778.184171,129887.0,6.3
2674,Tunisia,2006,Developing,74.4,1.46,99.0,3.0,53.1,99.0,5.64,99.0,0.1,3371.71231,1196136.0,6.3
2675,Tunisia,2005,Developing,74.2,1.37,97.0,15.0,52.2,98.0,5.57,98.0,0.1,3194.562243,112482.0,6.4
2676,Tunisia,2004,Developing,74.0,1.36,96.0,1.0,51.4,97.0,5.63,97.0,0.1,3112.83529,11761.0,6.4
2677,Tunisia,2003,Developing,73.7,1.34,92.0,22.0,5.6,95.0,5.36,95.0,0.1,2761.969249,9939678.0,6.4
2678,Tunisia,2002,Developing,73.5,1.17,93.0,98.0,49.7,96.0,5.32,96.0,0.1,2346.5937,9864326.0,6.5
2679,Tunisia,2001,Developing,73.2,1.19,94.0,231.0,48.9,98.0,5.29,98.0,0.1,2254.933126,978571.0,6.5
2680,Tunisia,2000,Developing,72.9,1.21,94.0,47.0,48.1,97.0,5.4,97.0,0.1,2213.91488,9699197.0,6.6
2682,Turkey,2014,Developing,75.5,1.45,96.0,565.0,65.3,96.0,5.41,96.0,0.1,12127.22522,773628.0,4.9
2683,Turkey,2013,Developing,75.2,1.41,97.0,7405.0,64.5,98.0,5.38,98.0,0.1,12542.93565,75787333.0,4.9
2684,Turkey,2012,Developing,74.8,1.54,97.0,349.0,63.7,97.0,5.24,97.0,0.1,1172.3843,74569867.0,4.9
2685,Turkey,2011,Developing,74.5,1.53,96.0,111.0,62.8,97.0,5.29,97.0,0.1,11341.13395,7349455.0,4.9
2686,Turkey,2010,Developing,74.2,1.49,96.0,7.0,61.9,97.0,5.61,97.0,0.1,1672.5693,72326914.0,4.9
2687,Turkey,2009,Developing,73.9,1.4,94.0,4.0,61.1,96.0,6.8,96.0,0.1,936.499911,71339185.0,4.9
2689,Turkey,2007,Developing,73.2,1.26,96.0,3.0,59.3,96.0,6.4,96.0,0.1,979.49246,69597281.0,5.0
2690,Turkey,2006,Developing,72.8,1.29,82.0,34.0,58.5,9.0,5.81,9.0,0.1,834.869161,6876345.0,5.0
2691,Turkey,2005,Developing,72.4,1.29,85.0,6200.0,57.6,9.0,5.45,9.0,0.1,7384.354661,679346.0,5.0
2692,Turkey,2004,Developing,72.0,1.35,77.0,8927.0,56.8,85.0,5.37,85.0,0.1,64.72953,677855.0,5.1
2693,Turkey,2003,Developing,71.6,1.42,68.0,5844.0,55.9,69.0,5.34,68.0,0.1,4718.51291,668583.0,5.1
2694,Turkey,2002,Developing,71.2,1.47,72.0,7823.0,55.1,78.0,5.36,78.0,0.1,366.57,6514354.0,5.2
2695,Turkey,2001,Developing,78.0,1.49,77.0,30509.0,54.3,88.0,5.16,88.0,0.1,3119.63716,64191474.0,5.2
2696,Turkey,2000,Developing,74.0,1.54,71.0,16244.0,53.5,85.0,4.95,85.0,0.1,4316.553895,6324121.0,5.3
2715,Uganda,2014,Developing,61.5,0.01,78.0,314.0,18.1,82.0,7.22,78.0,3.2,719.172669,38833338.0,5.7
2716,Uganda,2013,Developing,67.0,0.01,78.0,7878.0,17.6,82.0,7.47,78.0,4.0,662.492293,37553726.0,5.7
2717,Uganda,2012,Developing,60.0,0.01,78.0,2027.0,17.2,82.0,7.58,78.0,4.6,647.74741,3636796.0,5.8
2718,Uganda,2011,Developing,59.3,10.22,82.0,3312.0,16.7,82.0,9.9,82.0,6.8,584.3962137,3593648.0,5.9
2719,Uganda,2010,Developing,58.4,10.03,8.0,1313.0,16.3,79.0,11.2,8.0,8.0,594.9972557,33915133.0,6.0
2720,Uganda,2009,Developing,57.5,9.63,79.0,1601.0,15.9,78.0,8.43,79.0,8.1,647.17732,32771895.0,6.1
2721,Uganda,2008,Developing,56.3,9.79,71.0,1319.0,15.6,69.0,9.1,71.0,8.2,449.6928183,31663896.0,6.2
2722,Uganda,2007,Developing,55.5,9.65,73.0,3776.0,15.2,7.0,9.76,73.0,8.4,41.858631,359487.0,6.3
2723,Uganda,2006,Developing,54.9,9.81,64.0,5736.0,14.8,62.0,9.86,64.0,8.6,336.4593923,2955662.0,6.4
2724,Uganda,2005,Developing,53.2,10.09,64.0,22.0,14.5,59.0,9.36,64.0,8.7,315.788227,2854394.0,6.5
2725,Uganda,2004,Developing,51.3,9.89,62.0,141.0,14.2,58.0,8.9,62.0,8.9,288.236949,27568436.0,6.6
2726,Uganda,2003,Developing,51.0,10.16,44.0,29429.0,13.9,57.0,7.54,59.0,9.4,237.9995917,2662482.0,6.7
2727,Uganda,2002,Developing,48.8,10.42,29.0,49871.0,13.6,57.0,7.78,57.0,10.0,24.2423229,2571848.0,6.8
2733,Ukraine,2012,Developing,77.0,8.44,46.0,12746.0,59.6,72.0,7.47,76.0,0.2,3855.42128,455933.0,2.4
2734,Ukraine,2011,Developing,75.0,8.48,21.0,1333.0,59.0,54.0,6.98,5.0,0.2,3569.75727,45761.0,2.4
2735,Ukraine,2010,Developing,69.8,8.39,48.0,39.0,58.5,57.0,7.81,52.0,0.2,2965.142365,45877.0,2.4
2737,Ukraine,2008,Developing,67.7,9.46,84.0,48.0,57.6,91.0,6.63,9.0,0.4,3891.37823,462582.0,2.5
2738,Ukraine,2007,Developing,67.5,8.86,92.0,1005.0,57.2,98.0,6.36,98.0,0.7,368.68998,465935.0,2.5
2739,Ukraine,2006,Developing,67.7,7.99,96.0,42724.0,56.8,99.0,6.39,98.0,0.8,233.18831,4678775.0,2.6
2740,Ukraine,2005,Developing,67.0,7.31,97.0,2392.0,56.4,95.0,6.41,96.0,0.9,1828.717626,471515.0,2.7
2741,Ukraine,2004,Developing,67.4,6.79,98.0,146.0,56.1,99.0,6.61,99.0,1.0,1367.352433,474516.0,2.7
2742,Ukraine,2003,Developing,67.6,5.92,77.0,411.0,55.7,99.0,6.93,97.0,0.9,148.522488,4781295.0,2.8
2743,Ukraine,2002,Developing,67.6,4.89,48.0,7587.0,55.4,99.0,6.25,99.0,0.9,879.475486,48225.0,2.9
2744,Ukraine,2001,Developing,67.7,4.31,7.0,16970.0,55.1,99.0,5.66,99.0,0.8,78.738243,48683865.0,2.9
2745,Ukraine,2000,Developing,67.5,4.49,4.0,817.0,54.8,99.0,5.59,99.0,0.7,635.789635,49175848.0,3.0
2827,Uzbekistan,2014,Developing,69.2,0.01,99.0,8.0,43.9,99.0,5.84,99.0,0.1,25.448414,37577.0,3.0
2830,Uzbekistan,2011,Developing,68.5,2.83,99.0,476.0,41.4,99.0,5.65,99.0,0.1,1564.966945,293394.0,3.0
2831,Uzbekistan,2010,Developing,68.3,2.73,99.0,117.0,4.7,99.0,5.34,99.0,0.2,1377.8214,285624.0,3.0
2833,Uzbekistan,2008,Developing,67.9,2.36,91.0,2.0,39.3,98.0,5.92,98.0,0.3,182.28625,27328.0,3.1
2834,Uzbekistan,2007,Developing,67.8,2.15,99.0,863.0,38.7,98.0,5.81,96.0,0.3,83.476942,26868.0,3.1
2835,Uzbekistan,2006,Developing,67.6,1.96,98.0,823.0,38.1,94.0,5.49,96.0,0.4,654.2838373,2648825.0,3.2
2836,Uzbekistan,2005,Developing,67.3,1.78,99.0,737.0,37.5,99.0,5.11,99.0,0.3,546.776852,26167.0,3.2
2837,Uzbekistan,2004,Developing,67.8,1.59,99.0,75.0,37.0,99.0,5.11,99.0,0.3,465.1198869,2586435.0,3.2
2838,Uzbekistan,2003,Developing,67.2,1.54,99.0,85.0,36.4,99.0,5.17,98.0,0.3,396.129969,2556765.0,3.3
2839,Uzbekistan,2002,Developing,67.1,1.47,62.0,25.0,35.9,99.0,5.44,99.0,0.2,383.3494997,2527185.0,3.3
2907,Zambia,2014,Developing,61.1,0.01,86.0,9.0,22.8,78.0,4.99,86.0,4.3,1738.8822,1562974.0,6.3
2908,Zambia,2013,Developing,63.0,2.41,79.0,35.0,22.3,74.0,4.99,79.0,4.8,185.793359,1515321.0,6.4
2909,Zambia,2012,Developing,59.2,2.59,78.0,896.0,21.7,7.0,4.91,78.0,5.6,1734.93612,14699937.0,6.5
2910,Zambia,2011,Developing,58.2,2.57,81.0,13234.0,21.2,83.0,4.26,81.0,6.3,1644.619672,14264756.0,6.6
2911,Zambia,2010,Developing,58.0,2.47,83.0,15754.0,2.7,8.0,4.41,83.0,6.8,1463.213573,138533.0,6.7
2912,Zambia,2009,Developing,57.4,2.3,94.0,26.0,2.2,93.0,4.73,94.0,9.1,1139.11233,13456417.0,6.7
2913,Zambia,2008,Developing,55.7,2.12,87.0,140.0,19.7,9.0,4.87,87.0,11.9,1369.68249,1382517.0,6.8
2914,Zambia,2007,Developing,52.6,2.08,8.0,535.0,19.2,77.0,4.37,8.0,13.6,114.587985,12725974.0,6.9
2915,Zambia,2006,Developing,58.0,2.25,81.0,459.0,18.8,83.0,6.11,81.0,15.9,13.154199,12383446.0,7.0
2916,Zambia,2005,Developing,49.3,2.33,82.0,45.0,18.4,84.0,7.56,82.0,17.0,691.3178164,1252156.0,7.1
2927,Zimbabwe,2010,Developing,52.4,5.21,9.0,9696.0,29.4,89.0,5.37,89.0,15.7,713.63562,1486317.0,7.1
2928,Zimbabwe,2009,Developing,50.0,4.64,73.0,853.0,29.0,69.0,6.26,73.0,18.1,65.824121,1381599.0,7.5
2930,Zimbabwe,2007,Developing,46.6,3.88,72.0,242.0,28.2,73.0,4.47,73.0,23.7,396.9982166,1332999.0,8.2
2931,Zimbabwe,2006,Developing,45.4,4.57,68.0,212.0,27.9,71.0,5.12,7.0,26.8,414.796232,13124267.0,8.6
2932,Zimbabwe,2005,Developing,44.6,4.14,65.0,420.0,27.5,69.0,6.44,68.0,30.3,444.76575,129432.0,9.0
2933,Zimbabwe,2004,Developing,44.3,4.36,68.0,31.0,27.1,67.0,7.13,65.0,33.6,454.366654,12777511.0,9.4
2934,Zimbabwe,2003,Developing,44.5,4.06,7.0,998.0,26.7,7.0,6.52,68.0,36.7,453.3511552,12633897.0,9.8
2935,Zimbabwe,2002,Developing,44.8,4.43,73.0,304.0,26.3,73.0,6.53,71.0,39.8,57.34834,125525.0,1.2
2936,Zimbabwe,2001,Developing,45.3,1.72,76.0,529.0,25.9,76.0,6.16,75.0,42.1,548.587312,12366165.0,1.6
2937,Zimbabwe,2000,Developing,46.0,1.68,79.0,1483.0,25.5,78.0,7.1,78.0,43.5,547.3588785,12222251.0,11.0
